0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
86,4795,84,1741,31,192,1665,139,834,2909,84,179,197,17,912,57,631,281,1035,835
1289,1228,2767,1528,516,208,3047,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,113,257,1204,823,2442,1529,0,0,0,0,0,0,0,0,0,0,0,0,0
18,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2340,124,2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,5272,2768,12552,454,232,1488,9388,671,0,0,0,0,0,0,0,0,0,0,0
6593,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12553,7680,613,1182,537,416,18,602,0,0,0,0,0,0,0,0,0,0,0,0
3373,9389,384,93,12554,12555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,7681,3374,689,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,308,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,1788,1939,5829,75,1489,101,2769,317,0,0,0,0,0,0,0,0,0,0,0
3375,4797,333,2181,9390,1370,31,26,229,732,1623,17,947,33,107,769,9391,412,1336,0
18,1585,12556,20,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,537,124,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,754,648,450,814,9,140,320,1624,450,9392,0,0,0,0,0,0,0,0,0
12557,94,9393,94,208,145,504,74,213,2182,649,7,603,2658,754,263,9394,362,1837,94
291,26,125,739,125,7682,173,15,7683,125,107,291,26,125,1084,1463,739,125,64,291
6,12559,198,201,397,1490,111,1036,107,0,0,0,0,0,0,0,0,0,0,0
3607,724,2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,869,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,548,391,59,188,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,604,848,98,725,49,1206,376,1207,136,0,0,0,0,0,0,0,0,0,0
1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,5275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3048,2181,237,760,803,96,133,2660,222,1882,43,2055,1941,495,597,222,1882,9,123,74
2551,193,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3048,2181,4106,237,760,803,96,133,339,418,2342,4799,4443,1126,0,0,0,0,0,0
37,223,3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,6597,41,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,1100,12560,12561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,448,87,4800,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3048,2181,96,133,12562,109,1183,7685,6598,632,59,0,0,0,0,0,0,0,0,0
2257,7,8,318,11,75,532,242,926,19,277,1112,1742,1015,1229,1208,1037,621,2257,8
5277,29,6,2445,26,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,18,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4445,20,726,288,792,474,1406,469,996,0,0,0,0,0,0,0,0,0,0,0
332,20,84,229,213,430,715,837,303,727,4446,8,50,330,0,0,0,0,0,0
549,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,7686,366,9398,980,367,2553,0,0,0,0,0,0,0,0,0,0,0,0,0
33,689,2343,106,517,25,598,3208,13,10,0,0,0,0,0,0,0,0,0,0
1113,2912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,12567,690,2904,1085,62,152,9399,295,1437,149,16,436,4802,426,380,583,1016,489,103
1231,518,12570,1338,29,19,5,419,19,19,5,2,5,291,997,1290,5,85,1184,26
303,3052,5834,1017,859,3605,470,1128,793,0,0,0,0,0,0,0,0,0,0,0
562,2770,1334,998,1743,255,430,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1291,20,8,50,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12573,39,2773,326,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4804,4108,7687,191,336,171,9401,0,0,0,0,0,0,0,0,0,0,0,0,0
2914,2344,4447,31,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4109,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,872,1488,385,203,9402,1586,0,0,0,0,0,0,0,0,0,0,0,0,0
20,726,61,56,323,3609,85,4448,0,0,0,0,0,0,0,0,0,0,0,0
1744,1232,312,53,550,313,490,613,164,1086,838,6603,4110,0,0,0,0,0,0,0
25,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,4449,73,217,219,271,469,385,58,0,0,0,0,0,0,0,0,0,0,0
8,50,543,62,739,282,324,4805,9403,0,0,0,0,0,0,0,0,0,0,0
1209,12574,2915,12575,621,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,264,63,250,660,91,482,326,264,63,41,374,0,0,0,0,0,0,0,0
744,278,745,3383,1488,9404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,519,1069,47,583,26,209,231,12576,613,88,69,88,5,0,0,0,0,0,0
20,1018,8,50,1464,315,518,49,1438,1070,107,0,0,0,0,0,0,0,0,0
1942,598,66,392,10,528,25,26,0,0,0,0,0,0,0,0,0,0,0,0
213,223,605,539,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,223,605,539,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,18,413,1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,320,431,1371,4111,1183,6604,9405,472,54,1838,79,38,2441,2186,64,114,1371,1183,135
20,330,107,291,26,9406,849,0,0,0,0,0,0,0,0,0,0,0,0,0
31,26,53,965,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,505,25,772,41,393,19,393,521,393,4798,3610,476,0,0,0,0,0,0,0
63,947,44,3384,3850,1560,3850,116,0,0,0,0,0,0,0,0,0,0,0,0
37,25,528,25,392,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,267,80,5835,177,47,6605,0,0,0,0,0,0,0,0,0,0,0,0,0
29,279,326,793,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,50,9407,2447,7689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9408,5279,1259,243,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1708,9409,305,50,245,9410,9411,0,0,0,0,0,0,0,0,0,0,0,0
578,41,12579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,3053,1140,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,13,37,223,3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9412,4450,5280,12580,296,20,256,2448,5836,0,0,0,0,0,0,0,0,0,0,0
14,92,5281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4451,609,111,31,33,191,1053,649,1071,244,579,17,2555,144,649,280,1053,31,33,0
3607,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12581,12582,403,3054,4444,13,130,83,1037,0,0,0,0,0,0,0,0,0,0,0
12583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5837,1290,479,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,64,11,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1669,210,146,4452,1493,41,1210,29,145,41,1313,9413,1494,12,5282,634,144,4,46
350,47,68,406,2346,2661,3213,12590,381,296,939,1746,3056,659,47,613,69,340,2556,1495
578,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5285,18,305,50,177,9415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3612,518,91,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,1708,9409,305,50,245,9410,9411,0,0,0,0,0,0,0,0,0,0,0,0
661,10,471,479,247,850,12591,195,483,341,201,910,0,0,0,0,0,0,0,0
744,7,315,159,26,247,482,744,769,88,5,5286,1235,33,210,31,33,0,0,0
1891,3214,2774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,718,1792,85,8,201,4810,297,4811,1710,1892,3613,2259,832,85,4812,107,5287,281,1259
5844,29,126,659,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,663,26,25,74,602,2777,315,0,0,0,0,0,0,0,0,0,0,0,0
2919,44,5289,615,1116,6608,240,1672,0,0,0,0,0,0,0,0,0,0,0,0
11,39,180,33,1943,5845,106,115,33,439,88,84,88,5,9,17,4455,1373,983,232
2119,1788,1939,4813,308,1104,1261,104,972,0,0,0,0,0,0,0,0,0,0,0
462,9418,635,502,3387,898,602,120,66,1229,0,0,0,0,0,0,0,0,0,0
886,6,4456,15,580,2452,965,75,0,0,0,0,0,0,0,0,0,0,0,0
616,2,2058,26,1589,188,11,201,209,382,1021,1187,51,3388,0,0,0,0,0,0
518,138,33,230,20,21,120,0,0,0,0,0,0,0,0,0,0,0,0,0
298,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,547,43,5,9419,84,9419,135,84,179,241,504,114,522,887,1183,1098,12601,547,1626
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,506,74,519,291,25,204,234,15,4115,114,145,1890,1992,87,74,291,358,1039,9420
12602,229,3854,116,12603,4457,116,727,7694,12604,636,3059,0,0,0,0,0,0,0,0
7695,2445,11,303,114,161,871,10,5846,983,34,11,303,31,1461,182,23,1144,1531,78
1145,206,214,12,129,33,496,555,199,191,0,0,0,0,0,0,0,0,0,0
1991,860,1023,107,1489,6,104,109,2126,107,0,0,0,0,0,0,0,0,0,0
193,482,2778,611,912,130,899,6,3060,0,0,0,0,0,0,0,0,0,0,0
128,27,25,3616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,41,25,26,29,182,85,82,690,5292,107,1101,9,4814,315,1627,85,452,33,451
1498,973,733,4117,3855,92,39,23,124,93,2920,55,1146,824,17,503,0,0,0,0
107,3617,5848,518,100,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,423,4815,124,31,315,26,0,0,0,0,0,0,0,0,0,0,0,0,0
124,306,8,11,327,77,4458,60,825,135,108,6612,127,1894,8,573,2664,8,98,4816
335,2561,3389,29,24,849,188,247,974,38,261,1841,0,0,0,0,0,0,0,0
12607,9421,12608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,25,915,186,551,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,3061,85,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,2347,84,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,12609,5293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12610,12611,3062,5849,177,6613,2,2058,26,0,0,0,0,0,0,0,0,0,0,0
1498,973,733,4117,3855,92,11,75,124,93,2920,55,1146,824,17,503,0,0,0,0
1440,5850,2562,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3216,4817,4459,316,2779,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,440,671,12612,1499,329,1467,4805,874,375,3217,671,254,3856,345,2454,0,0,0,0
3857,122,1130,17,215,701,1262,7696,0,0,0,0,0,0,0,0,0,0,0,0
2188,59,4818,4819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,25,5851,25,915,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,125,3063,9422,12613,12614,1342,693,3218,6614,12615,0,0,0,0,0,0,0,0,0
3064,4460,6,3618,57,12616,302,6615,0,0,0,0,0,0,0,0,0,0,0,0
18,407,4,2,6616,324,155,23,203,0,0,0,0,0,0,0,0,0,0,0
2665,5852,92,662,25,33,5287,25,9423,915,140,1340,0,0,0,0,0,0,0,0
12617,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,26,275,25,7697,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,794,33,25,26,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,4820,762,2127,984,690,33,26,291,0,0,0,0,0,0,0,0,0,0,0
78,1147,1986,4118,26,47,336,198,2261,12618,460,1147,1986,1073,4118,1212,191,12619,19,47
1993,3390,532,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,724,314,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,9425,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,589,9426,3219,1468,5853,9427,744,447,875,1441,734,826,835,88,3219,3219,1024,1343,808
1087,589,9426,3219,1468,5853,9427,744,447,875,1441,734,826,835,88,3219,3219,1024,1343,808
532,5297,3392,104,5297,2,532,95,518,2189,98,27,1465,5857,292,2,4822,198,92,165
966,36,4823,36,673,512,673,512,928,1117,606,36,269,78,2264,673,512,63,8,2264
1374,85,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,405,12625,3223,9436,2337,2053,2261,0,0,0,0,0,0,0,0,0,0,0,0
311,6620,775,833,12626,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,488,702,6621,1105,164,1314,2927,26,0,0,0,0,0,0,0,0,0,0,0
2123,5,179,103,66,10,145,2123,19,1554,241,2557,66,2123,91,23,609,404,93,115
279,21,220,26,337,24,279,7699,12627,114,21,337,3,187,279,334,103,26,1995,555
6,7700,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,3393,754,191,615,3622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3067,1019,2564,1501,940,194,167,1367,104,972,430,31,107,0,0,0,0,0,0,0
3067,1019,2564,1501,940,194,167,1367,104,972,430,31,107,0,0,0,0,0,0,0
1590,329,739,79,38,446,1042,720,1000,2060,3,0,0,0,0,0,0,0,0,0
816,1106,341,510,111,28,12628,3048,2181,1469,0,0,0,0,0,0,0,0,0,0
796,243,133,278,4123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,276,2349,19,426,415,1235,1462,64,1842,12,2350,1629,2781,46,929,19,62,1188,23
1315,12629,747,54,1262,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,54,7701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1497,12630,75,4465,793,1026,243,852,1158,333,0,0,0,0,0,0,0,0,0
188,57,396,110,1996,12631,12632,2782,5859,39,793,0,0,0,0,0,0,0,0,0
15,1043,267,177,176,709,1102,286,1102,1562,8,1562,17,709,293,1562,709,17,439,293
33,3394,556,156,107,25,2351,1027,0,0,0,0,0,0,0,0,0,0,0,0
15,3623,701,1189,3624,413,48,0,0,0,0,0,0,0,0,0,0,0,0,0
4824,4466,62,64,35,4124,12633,7702,0,0,0,0,0,0,0,0,0,0,0,0
12634,5860,291,1291,12635,896,3625,2190,3395,0,0,0,0,0,0,0,0,0,0,0
897,15,1131,25,33,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,578,12636,135,857,1341,66,1895,7703,985,0,0,0,0,0,0,0,0,0,0
603,5861,3396,1711,482,2457,3068,59,0,0,0,0,0,0,0,0,0,0,0,0
33,291,26,39,784,59,744,0,0,0,0,0,0,0,0,0,0,0,0,0
117,124,250,1214,1075,9437,1843,0,0,0,0,0,0,0,0,0,0,0,0,0
117,124,250,1214,1075,9437,1843,0,0,0,0,0,0,0,0,0,0,0,0,0
5862,2266,19,1292,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7704,3397,6,1036,107,1148,938,0,0,0,0,0,0,0,0,0,0,0,0,0
177,4460,2666,1118,1796,12637,115,721,6,9438,447,1236,663,0,0,0,0,0,0,0
1531,4125,33,26,337,9439,477,33,5,419,51,1442,56,477,12638,397,2267,84,253,4126
5863,459,4128,4467,349,3058,6622,0,0,0,0,0,0,0,0,0,0,0,0,0
57,12,103,6,3860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5299,5300,40,14,13,334,4129,3398,330,5299,13,2352,1146,5301,2559,665,539,9440,5299,1591
421,900,63,732,310,1055,17,9441,2061,200,0,0,0,0,0,0,0,0,0,0
277,1627,464,753,3399,1470,70,1076,0,0,0,0,0,0,0,0,0,0,0,0
277,2342,464,753,176,292,281,125,3861,133,685,0,0,0,0,0,0,0,0,0
401,4130,775,1346,6623,7706,853,746,51,2058,540,12641,12642,168,746,2353,1998,7707,7708,0
3626,406,351,5864,249,9,40,351,2191,372,7,637,7,351,2191,748,119,0,0,0
465,6,107,1443,74,165,1990,886,282,0,0,0,0,0,0,0,0,0,0,0
149,511,27,5865,1056,578,2268,3,9442,2062,5302,4468,877,4456,391,203,901,0,0,0
4116,33,61,56,1190,232,5303,230,0,0,0,0,0,0,0,0,0,0,0,0
1492,324,4825,1945,535,518,25,872,0,0,0,0,0,0,0,0,0,0,0,0
20,409,954,6,381,26,25,2269,14,450,67,174,0,0,0,0,0,0,0,0
34,22,45,9443,1435,15,2783,437,985,0,0,0,0,0,0,0,0,0,0,0
66,2784,308,12643,54,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,216,7709,37,25,163,5,2785,232,815,389,247,3,3224,204,216,1676,72,930,72
11,36,5,316,63,11,975,5866,52,11,5866,4131,947,5,63,463,1844,5,929,1533
441,2064,1845,441,441,308,9444,735,114,12651,1027,372,441,2928,1162,234,1027,4133,251,0
66,10,2128,80,528,619,280,0,0,0,0,0,0,0,0,0,0,0,0,0
35,7711,1021,1182,233,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,1563,834,12652,7712,12653,2065,1237,1563,2192,2347,2065,7713,2549,7714,375,126,854,5305,937
113,6624,1444,602,2460,34,557,9445,0,0,0,0,0,0,0,0,0,0,0,0
1073,862,139,740,319,2657,888,33,0,0,0,0,0,0,0,0,0,0,0,0
105,353,772,938,643,3226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2272,441,6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,353,772,938,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4470,5306,349,9446,5306,441,5306,441,4470,5306,349,9446,85,2565,31,85,809,441,859,966
2354,2566,88,5,776,65,36,0,0,0,0,0,0,0,0,0,0,0,0,0
840,12654,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,35,219,1163,339,217,1471,18,2461,5,100,29,41,135,12,330,1797,76,32,7717
461,55,18,12655,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,74,459,70,7,1993,5307,80,528,1215,80,5868,80,528,1215,59,419,19,170,756
5308,4829,3863,5309,3402,1711,12658,0,0,0,0,0,0,0,0,0,0,0,0,0
464,371,59,9448,2338,12659,3227,0,0,0,0,0,0,0,0,0,0,0,0,0
4471,15,644,24,797,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0
80,74,194,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,511,19,6593,1631,479,2130,2055,1258,12660,7684,9395,0,0,0,0,0,0,0,0
2462,198,1083,85,9,986,9449,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,604,3228,85,1150,774,1164,468,0,0,0,0,0,0,0,0,0,0,0,0
11,3403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5869,1678,3864,61,56,1897,5870,12661,728,171,5871,12662,0,0,0,0,0,0,0,0
15,1043,267,177,176,709,1102,286,1102,1562,8,1562,17,709,293,1562,709,17,439,293
9420,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,3627,2274,612,4830,4472,41,187,1712,563,7718,5310,4135,509,5872,686,12663,12664,312,4831
1129,34,372,1129,2,159,1099,345,2,1264,54,14,599,16,103,448,1114,21,157,77
46,91,59,987,15,355,2567,12672,7719,5874,1679,5,489,380,7720,1946,256,12673,284,3230
85,590,12679,12680,9456,38,980,229,0,0,0,0,0,0,0,0,0,0,0,0
12681,598,85,199,988,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,2792,404,188,156,2793,25,2792,0,0,0,0,0,0,0,0,0,0,0,0
453,776,1161,9457,537,67,1408,1088,0,0,0,0,0,0,0,0,0,0,0,0
1029,584,3071,2931,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,5877,1713,1791,53,70,3630,307,3406,2278,12682,0,0,0,0,0,0,0,0,0
7,85,80,25,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,259,5876,284,259,702,12683,6631,23,764,284,259,702,57,23,284,1748,29,54,190
1151,4114,154,2456,85,834,45,337,26,454,427,1238,11,102,0,0,0,0,0,0
1151,4114,154,2456,85,834,45,337,26,454,427,1238,11,102,0,0,0,0,0,0
6,243,9458,6632,1408,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,108,112,353,77,58,2003,1236,657,210,2464,2002,108,1799,4474,35,415,353,58,140
284,20,17,810,15,206,46,0,0,0,0,0,0,0,0,0,0,0,0,0
290,4475,74,18,4476,8,163,0,0,0,0,0,0,0,0,0,0,0,0,0
547,12685,9459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,78,465,6,12686,194,3408,9460,9461,0,0,0,0,0,0,0,0,0,0,0
4834,1207,5878,30,835,129,1800,0,0,0,0,0,0,0,0,0,0,0,0,0
7724,75,1947,40,150,711,69,2279,267,17,0,0,0,0,0,0,0,0,0,0
83,296,20,1409,151,199,583,26,0,0,0,0,0,0,0,0,0,0,0,0
107,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,1026,2669,2670,12687,2932,436,183,711,131,4835,116,0,0,0,0,0,0,0,0
1594,1749,530,58,1565,26,558,186,410,38,489,322,475,546,19,0,0,0,0,0
194,2119,1788,1939,308,104,972,1104,0,0,0,0,0,0,0,0,0,0,0,0
12688,12689,25,26,3231,30,5295,27,12690,9462,0,0,0,0,0,0,0,0,0,0
12691,645,2933,1318,434,292,2794,1801,0,0,0,0,0,0,0,0,0,0,0,0
2,88,84,51,353,3073,51,51,804,2,2,2194,346,376,841,513,271,504,2280,138
1077,194,2195,115,538,6,197,555,6633,3865,423,0,0,0,0,0,0,0,0,0
2004,498,9463,739,1146,739,446,967,498,375,250,90,190,1367,619,498,312,555,191,3074
472,9464,434,729,4141,498,1469,13,0,0,0,0,0,0,0,0,0,0,0,0
2795,63,316,424,418,2068,2795,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,65,1111,191,25,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,12,222,9465,121,117,124,2465,0,0,0,0,0,0,0,0,0,0,0,0
1410,3409,572,72,9466,5311,12693,0,0,0,0,0,0,0,0,0,0,0,0,0
12694,2357,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5312,5879,638,1057,2339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,414,66,42,34,474,798,1555,659,42,1555,1787,1584,735,329,414,66,42,34,108
466,1683,1002,5881,12696,1986,33,0,0,0,0,0,0,0,0,0,0,0,0,0
3076,1847,2671,942,2070,2005,243,10,167,563,2006,1439,198,796,12697,365,104,44,123,2796
269,6636,1163,34,1848,135,269,230,12698,306,2196,1059,79,3,2,4,37,16,354,226
942,775,2007,210,4,114,9468,16,721,3,817,1633,64,657,17,503,987,210,4,1139
12699,12700,424,3077,1060,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7726,4144,647,1089,1089,459,1750,140,104,109,0,0,0,0,0,0,0,0,0,0
6,9469,58,10,826,26,31,2260,0,0,0,0,0,0,0,0,0,0,0,0
262,971,489,445,4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,703,6638,7727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,5316,4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,26,291,68,1596,107,332,315,337,91,0,0,0,0,0,0,0,0,0,0
